6.2	0.364084354
6.169154229	0.327827808
6.138613861	0.41435473
6.108374384	0.392726311
6.078431373	0.371713898
6.048780488	0.361609978
6.019417476	0.363776919
5.990338164	0.379473379
5.961538462	0.364483278
5.933014354	0.383848359
5.904761905	0.373480726
5.876777251	0.408376658
5.849056604	0.394294803
5.821596244	0.372198663
5.794392523	0.394042345
5.76744186	0.390816011
5.740740741	0.348502823
5.714285714	0.3838587
5.688073394	0.374512022
5.662100457	0.391619743
5.636363636	0.424110105
5.610859729	0.491581422
5.585585586	0.49133864
5.560538117	0.547856322
5.535714286	0.564009567
5.511111111	0.632456974
5.486725664	0.669423684
5.462555066	0.761858276
5.438596491	0.800173267
5.414847162	0.879676405
5.391304348	0.994287837
5.367965368	1.061989479
5.344827586	1.119415851
5.321888412	1.196906644
5.299145299	1.241258793
5.276595745	1.289494914
5.254237288	1.332698085
5.232067511	1.36849437
5.210084034	1.40719165
5.188284519	1.460959032
5.166666667	1.444163069
5.145228216	1.49940714
5.123966942	1.518001306
5.102880658	1.51103894
5.081967213	1.565658616
5.06122449	1.545728933
5.040650407	1.556404336
5.020242915	1.564078771
5	1.619768101
4.979919679	1.581121916
4.96	1.60041859
4.940239044	1.609945667
4.920634921	1.605500634
4.901185771	1.633967056
4.881889764	1.638749512
4.862745098	1.65074601
4.84375	1.632746867
4.824902724	1.627047606
4.80620155	1.665296227
4.787644788	1.620137995
4.769230769	1.656900715
4.750957854	1.648097301
4.732824427	1.637178094
4.714828897	1.648086373
4.696969697	1.646405525
4.679245283	1.65502471
4.661654135	1.660502078
4.644194757	1.67254115
4.626865672	1.664833035
4.609665428	1.654591198
4.592592593	1.666008564
4.575645756	1.67058492
4.558823529	1.658769971
4.542124542	1.661496315
4.525547445	1.664989841
4.509090909	1.664437754
4.492753623	1.640557615
4.476534296	1.658112758
4.460431655	1.674362879
4.444444444	1.653962403
4.428571429	1.64832608
4.412811388	1.665445436
4.397163121	1.630267445
4.381625442	1.646032918
4.366197183	1.626481327
4.350877193	1.640504284
4.335664336	1.634766973
4.320557491	1.663176042
4.305555556	1.65248189
4.290657439	1.626797479
4.275862069	1.623900249
4.261168385	1.61154902
4.246575342	1.621849969
4.232081911	1.603978088
4.217687075	1.59276011
4.203389831	1.620327113
4.189189189	1.589258394
4.175084175	1.595302628
4.161073826	1.5651563
4.147157191	1.583752514
4.133333333	1.544657094
4.119601329	1.524991696
4.105960265	1.520350817
4.092409241	1.500432743
4.078947368	1.472537007
4.06557377	1.49637351
4.052287582	1.467931868
4.039087948	1.420573327
4.025974026	1.394405212
4.012944984	1.379013764
4	1.427809826
3.987138264	1.348751175
3.974358974	1.338689275
3.961661342	1.29330805
3.949044586	1.276110287
3.936507937	1.249882338
3.924050633	1.205164315
3.911671924	1.20506929
3.899371069	1.139532896
3.887147335	1.144384669
3.875	1.094052055
3.862928349	1.029157665
3.850931677	1.034640267
3.839009288	0.998470427
3.827160494	0.960800252
3.815384615	0.926344553
3.803680982	0.92422968
3.79204893	0.867594588
3.780487805	0.852736027
3.76899696	0.825483533
3.757575758	0.780981331
3.746223565	0.766562846
3.734939759	0.731948129
3.723723724	0.712826217
3.71257485	0.68842343
3.701492537	0.648580071
3.69047619	0.606455327
3.679525223	0.599926293
3.668639053	0.544158821
3.657817109	0.541163576
3.647058824	0.49734978
3.636363636	0.463954366
3.625730994	0.451878924
3.61516035	0.415234081
3.604651163	0.382395704
3.594202899	0.363398865
3.583815029	0.333284939
3.573487032	0.317303057
3.563218391	0.276174552
3.553008596	0.247834431
3.542857143	0.218022116
3.532763533	0.206135995
3.522727273	0.148928346
3.512747875	0.136657305
3.502824859	0.124320821
3.492957746	0.095383527
3.483146067	0.089714385
3.473389356	0.083880725
3.463687151	0.047831079
3.454038997	0.041321791
3.444444444	0.03783844
3.434903047	0.044439235
3.425414365	0.062582269
3.415977961	0.071969955
3.406593407	0.076743591
3.397260274	0.104385274
